y_trust2005,y_trust2006,y_trust2007,y_trust2008,x_age2005,x_age2006,x_age2007,x_age2008,x_male2005,x_male2006,x_male2007,x_male2008,d_threat2005,d_threat2006,d_threat2007,d_threat2008,x_education2005,x_education2006,x_education2007,x_education2008,x_income2005,x_income2006,x_income2007,x_income2008,idpers
9,6,6,7,16,17,18,19,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,211
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
2,2,3,2,47,48,49,50,0,0,0,0,0,1,1,0,4,4,4,4,2,2,2,2,214
NA,NA,NA,NA,44,45,46,47,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,215
2,6,3,NA,18,19,20,21,1,1,1,1,0,1,0,0,1,1,1,6,NA,NA,0,0,216
7,5,4,6,16,17,18,19,0,0,0,0,0,0,0,0,1,1,1,6,NA,NA,NA,NA,217
NA,NA,5,7,12,13,14,15,1,1,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,0,NA,218
8,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,219
5,NA,NA,NA,39,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,0,NA,NA,NA,220
NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
5,6,10,NA,36,37,38,NA,0,0,0,NA,0,0,0,NA,7,7,7,NA,2,3,3,NA,222
7,6,7,NA,35,36,37,NA,1,1,1,NA,0,0,0,NA,7,7,7,NA,3,3,3,NA,223
NA,NA,NA,NA,10,11,12,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,224
NA,7,NA,NA,NA,68,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,225
8,7,9,8,73,74,75,76,1,1,1,1,1,0,0,0,10,10,10,10,NA,0,NA,NA,226
10,9,9,9,68,69,70,71,0,0,0,0,0,0,0,0,7,7,7,7,NA,NA,NA,0,227
8,9,5,NA,87,88,89,NA,0,0,0,NA,0,0,0,NA,10,10,10,NA,NA,NA,NA,NA,228
6,NA,NA,NA,50,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,3,NA,NA,NA,229
5,NA,NA,NA,50,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,230
NA,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,231
NA,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,232
NA,5,5,5,75,76,77,78,1,1,1,1,NA,0,0,0,1,1,1,1,NA,NA,NA,NA,233
10,7,5,0,71,72,73,74,0,0,0,0,1,0,0,0,8,8,8,8,NA,NA,NA,NA,234
8,1,6,9,19,20,21,22,0,0,0,0,1,0,0,1,0,0,4,4,0,0,0,0,235
7,7,8,8,62,63,64,65,0,0,0,0,0,0,0,0,6,6,6,6,NA,NA,NA,NA,236
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239
7,7,6,5,58,59,60,61,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,240
8,8,7,7,58,59,60,61,0,0,0,0,0,0,0,0,10,10,10,10,3,3,NA,0,241
10,10,10,10,31,32,33,34,1,1,1,1,1,0,0,0,10,10,10,10,2,3,3,3,242
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
8,5,5,5,63,64,65,66,0,0,0,0,0,0,0,0,6,6,6,6,NA,NA,NA,NA,244
7,5,5,6,61,62,63,64,1,1,1,1,0,0,0,0,10,10,10,10,3,3,NA,NA,245
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
8,8,7,5,44,45,46,47,0,0,0,0,0,1,0,0,6,6,6,6,2,1,2,2,249
9,9,9,9,17,18,19,20,1,1,1,1,0,0,0,0,0,0,1,1,0,0,NA,0,250
5,6,7,2,15,16,17,18,1,1,1,1,0,1,0,0,0,1,1,1,NA,NA,0,NA,251
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261
NA,NA,NA,NA,63,64,NA,66,1,1,NA,1,NA,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,262
5,6,NA,NA,55,56,NA,58,0,0,NA,0,0,0,NA,NA,10,10,NA,10,NA,NA,NA,NA,263
NA,NA,NA,NA,19,20,NA,22,1,1,NA,1,NA,NA,NA,NA,6,10,NA,6,NA,NA,NA,NA,264
NA,NA,NA,NA,15,16,NA,18,0,0,NA,0,NA,NA,NA,NA,1,6,NA,1,NA,NA,NA,NA,265
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271
NA,NA,6,5,NA,NA,51,52,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,2,NA,272
NA,NA,0,0,NA,NA,40,41,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,273
NA,NA,2,5,NA,NA,14,15,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,274
NA,NA,NA,NA,NA,NA,10,11,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,275
NA,NA,4,5,NA,NA,56,57,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,276
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280
6,6,8,7,64,65,66,67,0,0,0,0,0,0,0,0,6,6,6,6,NA,NA,NA,NA,281
NA,5,5,NA,60,61,62,63,1,1,1,1,NA,0,0,NA,10,10,10,10,NA,NA,NA,NA,282
NA,7,7,8,24,25,26,27,1,1,1,1,NA,0,0,0,10,10,10,10,NA,1,2,1,283
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291
NA,NA,NA,NA,NA,NA,44,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,292
NA,NA,NA,NA,NA,NA,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,293
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294
NA,NA,NA,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,295
NA,NA,NA,NA,NA,NA,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296
0,3,4,4,54,55,56,57,1,1,1,1,0,0,0,1,7,7,7,7,NA,NA,NA,NA,297
NA,NA,NA,NA,43,44,45,46,0,0,0,0,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,298
NA,NA,NA,NA,82,83,84,85,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,299
7,5,8,9,71,72,73,74,0,0,0,0,1,0,0,0,4,4,4,4,0,NA,NA,NA,300
NA,NA,NA,NA,NA,NA,48,49,NA,NA,0,0,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,301
NA,NA,10,8,NA,NA,46,47,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,3,3,302
NA,NA,5,0,NA,NA,16,17,NA,NA,0,0,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,303
NA,NA,NA,NA,NA,NA,12,13,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308
1,3,5,5,63,64,65,66,0,0,0,0,0,0,0,0,10,10,10,10,2,NA,NA,NA,309
NA,NA,NA,NA,26,27,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,310
6,3,NA,NA,21,22,NA,NA,0,0,NA,NA,0,0,NA,NA,6,6,NA,NA,0,0,NA,NA,311
8,5,5,7,38,39,40,41,0,0,0,0,0,0,0,1,4,4,4,4,NA,NA,1,1,312
3,4,4,3,16,17,18,19,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,313
NA,8,4,8,13,14,15,16,1,1,1,1,NA,0,0,0,0,0,1,1,NA,NA,0,0,314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321
8,8,10,8,40,41,42,43,0,0,0,0,0,0,0,0,10,10,10,10,1,1,1,1,322
1,3,6,5,44,45,46,47,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,323
NA,NA,NA,NA,10,11,12,13,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,324
NA,NA,NA,NA,7,8,9,10,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,325
0,0,0,0,36,37,38,39,1,1,1,1,0,0,0,0,4,4,4,4,2,2,2,2,326
NA,NA,6,4,NA,NA,34,35,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335
6,NA,8,7,59,NA,61,62,1,NA,1,1,0,NA,0,0,4,NA,4,4,3,NA,3,3,336
NA,NA,NA,NA,48,NA,50,51,0,NA,0,0,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,337
NA,NA,NA,NA,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,338
NA,NA,NA,NA,20,NA,22,23,1,NA,1,1,NA,NA,NA,NA,6,NA,6,6,NA,NA,NA,NA,339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342
7,6,6,6,51,52,53,54,1,1,1,1,1,1,1,1,4,4,4,4,1,1,0,0,343
NA,NA,NA,NA,50,51,52,53,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,344
NA,NA,NA,NA,19,20,21,22,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,345
6,6,5,5,25,26,27,28,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,346
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348
7,8,NA,NA,58,59,NA,NA,1,1,NA,NA,0,0,NA,NA,7,7,NA,NA,3,2,NA,NA,349
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
NA,4,NA,NA,43,44,NA,NA,0,0,NA,NA,NA,0,NA,NA,4,4,NA,NA,NA,3,NA,NA,361
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362
NA,NA,NA,NA,52,NA,54,55,0,NA,0,0,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,363
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364
5,NA,4,6,24,NA,26,27,0,NA,0,0,0,NA,0,0,4,NA,4,4,1,NA,1,1,365
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373
7,7,7,7,48,49,50,51,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,2,374
NA,NA,NA,NA,17,18,19,20,0,0,0,0,NA,NA,NA,NA,1,1,6,6,NA,NA,NA,NA,375
NA,NA,NA,NA,53,54,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,376
6,5,NA,NA,51,52,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,0,1,NA,NA,377
NA,NA,NA,NA,21,22,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,378
NA,NA,NA,NA,19,20,NA,NA,0,0,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,379
5,7,9,8,48,49,50,51,0,0,0,0,0,0,0,0,4,4,4,4,0,1,1,1,380
NA,NA,NA,NA,46,47,48,49,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,381
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385
NA,NA,NA,NA,NA,54,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,386
NA,NA,NA,NA,NA,53,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,387
NA,NA,8,8,NA,NA,61,62,NA,NA,0,0,NA,NA,0,0,NA,NA,3,3,NA,NA,NA,NA,388
NA,NA,5,0,NA,NA,62,63,NA,NA,1,1,NA,NA,0,0,NA,NA,9,9,NA,NA,NA,NA,389
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398
8,7,7,7,35,36,37,38,0,0,0,0,0,0,0,0,6,6,6,6,1,1,1,0,399
NA,NA,5,3,NA,NA,55,56,NA,NA,0,0,NA,NA,1,1,NA,NA,4,4,NA,NA,0,0,400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403
7,10,7,5,60,61,62,63,1,1,1,1,0,0,0,0,9,9,9,9,NA,NA,3,NA,404
8,7,8,9,60,61,62,63,0,0,0,0,0,0,0,0,5,5,5,5,0,NA,0,NA,405
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406
NA,NA,NA,NA,76,77,78,79,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,407
7,7,7,7,66,67,68,69,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,408
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409
5,4,NA,5,42,43,44,45,1,1,1,1,0,0,NA,0,6,6,6,6,3,3,NA,3,410
NA,NA,NA,NA,37,38,39,40,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,411
NA,NA,NA,NA,8,9,10,11,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,412
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413
4,NA,NA,NA,56,57,58,59,1,1,1,1,0,NA,NA,NA,8,8,8,8,3,NA,NA,NA,414
10,0,10,3,53,54,55,56,0,0,0,0,0,1,1,1,5,5,5,5,2,2,1,2,415
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416
3,0,0,3,20,21,22,23,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,417
